Time_ns,X,Y,Yaw
1779291082525441269,0.002939359355142069,-0.07824242477857575,-0.011494850267961185
1779291108354248994,0.10677106026643136,-0.0792151668597394,-0.048343352270219526
1779291108511800420,0.1779101202468363,-0.08408729060872527,-0.05766004530724969
1779291108709900772,0.25784420951624465,-0.08409393922585155,-0.05331732114065374
1779291108854490864,0.3295088978447627,-0.07962168729146635,-0.04190490350523833
1779291109056765068,0.38811150354449214,-0.08246280675257851,-0.03505740374161838
1779291109209611271,0.460774030077667,-0.08392460307174404,-0.0331553479722593
1779291109353341845,0.5374517733284927,-0.08304839369431712,-0.03481555968977
1779291109555823104,0.606082299806921,-0.08249534830831116,-0.030632793934229227
1779291109727503938,0.6681971510372058,-0.0847977731227293,-0.029548867476626977
1779291109857738586,0.7355543599310738,-0.08187505387316936,-0.029357568059970227
1779291110061987493,0.813887616132068,-0.08519641329787718,-0.028033313605042225
1779291110211810678,0.8815428010662153,-0.08709231444144146,-0.029358864840666108
1779291110359119567,0.9387006641312774,-0.08702326764251164,-0.03480810410087922
1779291110519367511,1.0069772462485551,-0.0848648722843359,-0.03392317179609291
1779291110709108919,1.075625383810088,-0.0893489263209001,-0.04104015546745369
1779291110860428567,1.1420408351167946,-0.09216167405997315,-0.042020038524597396
1779291111058303807,1.2081546471554248,-0.09592959573421467,-0.038203317240641195
1779291111218648400,1.2850358412955443,-0.09639954394713218,-0.033163264488405814
1779291111351731566,1.3536662833247046,-0.09696246382630969,-0.020815498323865634
1779291111514453344,1.4297537167742644,-0.0944397852207604,-0.010358435014947473
1779291111706928085,1.5011187622085655,-0.0934727628599369,-0.012312756249384358
1779291111855777307,1.5731843293803858,-0.08605036689956368,-0.011302909073052378
1779291112051333140,1.6337964919698045,-0.08742643299989507,-0.020380911792505327
1779291112212681047,1.7118695287013783,-0.08653253555779135,-0.025628740680080305
1779291112557837084,1.8336460074298642,-0.08558582790842492,-0.03161961823518272
1779291112709392288,1.8936064181334813,-0.08901982774689461,-0.0343793200027323
1779291112854666917,1.9764935528167904,-0.0897452152135007,-0.03397083174505445
1779291113052634417,2.05305605964488,-0.0926164133105214,-0.025547254055277503
1779291113211604306,2.1268607305029485,-0.09892099296079551,-0.023191332575110062
1779291113351847880,2.1941810168828555,-0.0967024963901865,-0.02499042351963762
1779291113557180121,2.2673979506080233,-0.10105078149809653,-0.028180886382584678
1779291113709500880,2.3266046930223134,-0.1030677970800046,-0.02126334396105059
1779291113856612139,2.3983898283661764,-0.10420046720510723,-0.020647991622367908
1779291114051925917,2.4662013945470456,-0.10782910669608264,-0.014211244758200504
1779291114207442083,2.5332851241586694,-0.11216110040149403,-0.0036589839465006285
1779291114408141861,2.599866587486936,-0.10858047309570856,0.00997380945463191
1779291114564435231,2.6641007504771492,-0.10044973216479992,0.020072184030390114
1779291114734319398,2.730018368676287,-0.09672248587472265,0.025418184510665468
1779291114856880027,2.800875039566811,-0.1000606930096079,0.03247396799587272
1779291115058365009,2.8697701387888297,-0.09691621775929693,0.03692744687366414
1779291115210591101,2.9331947812295813,-0.1002261933938395,0.05760665724469853
1779291115350692916,2.994400369557275,-0.10223143141628221,0.10104527787935184
1779291115714633304,3.080487783259321,-0.08526072743761667,0.16499459109302228
1779291116058218915,3.137732499703714,-0.0901750457773457,0.244319663387907
1779291116216432304,3.1456615509669286,-0.08235128455687203,0.33436940272180166
1779291116411001545,3.1449126896466733,-0.08531268301379952,0.40256018364106394
1779291116551339415,3.1530453336552346,-0.08338698585349916,0.48100055700826044
1779291116718331267,3.1463652011496515,-0.077452792674186,0.5374592741838954
1779291117206516341,3.140189552499089,-0.05089649168869865,0.45576718014887635
1779291117410577618,3.1418780594005002,-0.03943180378584456,0.3932832430292322
1779291117552999803,3.1465783034838863,-0.02788422199308496,0.31705852682381097
1779291117707703118,3.148602336718139,-0.01693804001437385,0.24980677274051663
1779291118051785433,3.1571461713663584,-0.010818331474491242,0.19258322426612573
1779291118415558395,3.1586342846827873,0.0030319886096191726,0.12753817154922842
1779291118718736729,3.1539972584661045,0.005193411230506517,0.07390809541676335
1779291119202887858,3.149949334249875,0.007325721510673671,0.021524123468693097
1779291120409694894,3.124420278730433,0.07226000190405152,0.015668627156525877
