Time_ns,X,Y,Yaw
1779290213016894472,0.02230177182722089,-0.07993479851115363,-0.10654001723478768
1779290216310152100,0.018951195698377263,-0.09015079749827376,-0.046657360187033904
1779290242310393492,-0.022801784123025644,-0.08443988064242358,-0.006560399002952596
1779290289520701871,-0.04340549976219913,-0.0821371915519425,0.030548510320842867
1779290297598903977,-0.023227398889762104,-0.08149687485108179,-0.032281538757123945
1779290297800474736,0.03730677809042532,-0.08360830381683541,-0.039555683398463305
1779290297966297088,0.10051959553227803,-0.08380767332710974,-0.03845297845653893
1779290298163769421,0.18027069764907833,-0.08411469026796056,-0.02196053484454003
1779290298308331347,0.25932482441111704,-0.0829008625514477,0.017370890888617145
1779290298668132495,0.36423445437371227,-0.07290197041814965,0.07371770979233908
1779290298804197310,0.44495734687703237,-0.06386997623679123,0.10029360684740748
1779290298979853384,0.5131907666717906,-0.05414546397083525,0.11463361018986647
1779290299152504902,0.5722917694964802,-0.046543519914215264,0.117189218204758
1779290299298622347,0.634024961936461,-0.03876411013956443,0.11754091414949418
1779290299497948495,0.714396150095874,-0.02604113390530781,0.10773887635306434
1779290299654096217,0.784317954808278,-0.016625138792470615,0.09913667944286178
1779290299802867420,0.8750439941947635,-0.013096249014048874,0.09670547987283666
1779290300010667402,0.9363528121034443,-0.008986328504549964,0.08327963794842057
1779290300170581587,1.0108112964841875,-0.00564470017552984,0.06936931858084185
1779290300354376124,1.0739916918449948,-0.0022139658353141386,0.05451251698273782
1779290300500324513,1.1445150811446223,-0.0028331103523438527,0.03967815194440398
1779290300655626161,1.219157736097582,0.0013081778543488436,0.029131743927278506
1779290300998428883,1.35031288093814,0.007041893952459556,0.010098618841233802
1779290301152178809,1.4207147265976674,0.00869091476325981,-0.002405410170311052
1779290301353338697,1.5012971872234036,0.012562824228176657,-0.015054108387567395
1779290301499040993,1.5734615349419145,0.01337244348837139,-0.027061083874145797
1779290301701148271,1.6484021853769346,0.012667711095695288,-0.035133812874934084
1779290301851982197,1.7173743643043078,0.010902173611739691,-0.038888046180056784
1779290301999312160,1.7736020831236003,0.01069377291484997,-0.03535897264646612
1779290302204867549,1.8516491229919252,0.011128451926893879,-0.03289465271734263
1779290302353329308,1.914750325598864,0.013326971420896023,-0.03492525531564348
1779290302500092567,1.9986591743640336,0.016644143090651774,-0.04259412975964285
1779290302703589382,2.0694838974706706,0.015466409139123352,-0.04350439384092518
1779290302852677345,2.1414825283475643,0.01729821219183209,-0.041768785615514996
1779290303052203289,2.2045998740984714,0.011972777069385907,-0.04327759257882628
1779290303201359918,2.2710009585451103,0.0041724098205216595,-0.04380516048379194
1779290303351665418,2.3512047730670385,0.006007752888375713,-0.029362952557289407
1779290303557032085,2.4209116542676674,0.009903740867253385,-0.02629065817312448
1779290303700015085,2.479923784348523,0.0094111592613676,-0.023792671051125067
1779290303854061418,2.5558722286841884,0.011041178811765787,-0.02240503492459789
1779290304061567529,2.6306452355724215,0.006434110501811547,-0.025121470714055374
1779290304200608825,2.691900843138755,0.0022453096301473076,-0.027760880474021192
1779290304403299973,2.762303368328313,0.01305442633339456,-0.03289455341654898
1779290304551814140,2.8333168550221584,0.025026972501210117,-0.03738989945073873
1779290304701521269,2.903834507630395,0.04879351547148614,-0.01424808296394243
1779290305051917880,2.999746697716113,0.11693399365001488,0.07017354365627441
1779290305251841621,3.0514416496578267,0.1629006793791479,0.12308178112295012
1779290305554418917,3.112806566458773,0.2738837484158842,0.2266482103332089
1779290305756348602,3.130873456313465,0.3428292309523724,0.2999310321121599
1779290305903677065,3.1495698783078745,0.4042523725479403,0.36085955459078595
1779290306052682250,3.15591211733693,0.46705191452109546,0.4321072524821782
1779290306255694954,3.1643107431486173,0.5367147157103249,0.4681396256588459
1779290306398856935,3.169986627269914,0.6025610282281669,0.5199292442024286
1779290306598891935,3.1748004624030175,0.661713767308745,0.5722616351644965
1779290306753715435,3.172432903208904,0.7246943643622705,0.6239968211840895
1779290306901332027,3.1670439310325764,0.7820436703940679,0.6658420548165439
1779290307099221657,3.1765196495109786,0.8388753172903021,0.7158768450929429
1779290307255123360,3.1947786618814633,0.9007730460716957,0.7837026498844222
1779290307455394879,3.2024052786768227,0.9485589439469703,0.868160676270403
1779290307604895157,3.2093298088087803,1.010750091037728,0.9292592018026252
1779290307759199823,3.2108720296283075,1.0755126955202312,0.9866183363617759
1779290307953372045,3.213440676341111,1.1360807755999554,1.030638996850308
1779290308102172730,3.209216582353475,1.203153001955682,1.0649548253140386
1779290308298761619,3.2069020862335624,1.2658072849167188,1.0814580601696249
1779290308600364989,3.211149192244257,1.3749087231636918,1.1117081439624408
1779290308755682174,3.2085571576357705,1.4401379134380567,1.1247093005530253
1779290309152829304,3.205746606108537,1.545936177599531,1.1136344886111735
1779290309299989100,3.2007640266573167,1.6155076867790212,1.099465454407287
1779290309452795915,3.201067482953301,1.6760087240128256,1.0900115362836316
1779290309653748581,3.19254807180751,1.737156440474443,1.0913600057387227
1779290309799231785,3.1863203086631566,1.7942284482660236,1.0824025659510201
1779290309954374637,3.186079551037261,1.856881892909405,1.0571726425015566
1779290310167496636,3.190315595312138,1.9265876205437442,1.0194313714142007
1779290310301746062,3.1905107706206257,1.9896779077031241,0.9883870906028559
1779290310501886062,3.1921304471624903,2.0504994869306676,0.9779252858114905
1779290310655147525,3.1976682057280965,2.1204697469318528,0.971648030695041
1779290310800806062,3.2076918423387832,2.195953041717016,0.9795765940624841
1779290310955041729,3.2120931926966363,2.2720766722647134,0.9963166003694879
1779290311155994340,3.215698513641444,2.3424975137853705,1.0072069074377743
1779290311302877802,3.2201596687350396,2.4111212353798432,1.017710737059316
1779290311502527228,3.224883251505767,2.47568204106181,1.0266179284296442
